qid,question
3420,Phí thẩm định công nhận hạng cơ sở lưu trú du lịch là bao nhiêu?
3421,Nhà xuất bản phải cấp đổi Giấy phép thành lập trong những trường hợp nào?
3422,Xe ô tô 5 chỗ có phải kẻ số biển số xe ở 2 bên thành xe không?
3423,"Theo quy định tại điểm c khoản 2 Điều 75 Nghị định số 156/2018/NĐ-CP thì Đoàn Kiểm tra xác minh gồm cơ quan, tổ chức nào?"
3424,Hồ sơ nghiệm thu dự án dự án khuyến nông Trung ương hàng năm gồm những thủ tục gì?
3425,"Tổ chức phải đáp ứng những điều kiện nào để được cấp chứng chỉ năng lực lĩnh vực khảo sát xây dựng hạng II, hạng III?"
3426,"Hiện nay tôi đã tiến hành khảo nghiệm giống theo quy định,  để công nhận được giống cây trồng lâm nghiệp mới. Tôi phải làm thủ tục như thế nào để công nhận được giống cây trồng lâm nghiệp?"
3427,Nguyên tắc sử dụng kinh phí hoạt động của Hội Cựu chiến binh được quy định như thế nào?
3428,"Sở hữu kết quả nghiên cứu đề tài, dự án sản xuất thử nghiệm cấp Bộ Y tế được quy định như thế nào?"
3429,"Phòng thí nghiệm chuyên ngành xây dựng của nhà thầu thi công xây dựng hoặc thuê có được xem là một nhà thầu (hoặc thầu phụ) hay không, có cần sự chấp thuận trước khi hoạt động không."
3430,Xin hỏi bản sao hợp lệ trong hồ sơ đề nghị cấp Giấy chứng nhận đầu tư là như thế nào?
3431,"Đề nghị cho biết Trụ sở tiếp công dân Trung ương, cấp tỉnh, cấp huyện đều bố trí người tiếp công dân tất cả các ngày làm việc trong tuần có đúng không?"
3432,"Mức phạt tự ý tháo, mở làm hư hỏng nắp cống, nắp ga các công trình ngầm, hệ thống tuy nen trên đường giao thông"
3433,Hồ sơ đề nghị cấp lại giấy phép khai thác thủy sản gồm những loại giấy tờ gì?
3434,"Mức phạt khi thực hiện hành vi cản trở yêu cầu thanh tra, kiểm tra, kiểm soát của người thi hành công vụ ?"
3435,Trong thời bình những trường hợp nào thì được tạm hoãn gọi nhập ngũ?
3436,"Chúng tôi là đơn vị thiết kế tàu thủy, xin hỏi văn bản nào qui định hồ sơ thẩm định thiết kế phương tiện thủy nội địa và hồ sơ gồm những tài liệu nào?"
3437,Thời gian tổ chức thi tập sự hành nghề công chứng được quy định như thế nào?
3438,Trong trường hợp nào thì doanh nghiệp cần đề nghị cấp lại Giấy phép nhập khẩu sản phẩm an toàn thông tin mạng
3439,Sau khi hết tiêu chuẩn thuê nhà ở công vụ thì sau bao lâu phải trả lại nhà?
3440,Người đã làm công chứng viên có được miễn đào tạo nghề đấu giá không?
3441,Giải quyết hồ sơ xin thôi quốc tịch khi giấy tờ bảo đảm việc cho nhập quốc tịch nước ngoài bị hết hạn
3442,Tổ chức thẩm định kế hoạch lựa chọn nhà thầu mua thuốc tập trung tại địa phương được quy định như thế nào?
3443,Mức chi hoạt động công nghiệp hỗ trợ ở địa phương được quy định như thế nào?
3444,Thời hạn gửi báo cáo qua hệ thống thông tin báo cáo của BGDĐT là bao lâu?
3445,Chi phí thi tuyển phương án kiến trúc được quy định thế nào?
3446,"Tôi là công dân Việt Nam, có chồng quốc tịch Úc, chồng tôi đã tạm trú liên tục tại Việt Nam được 04 năm, có được xem xét để cấp Thẻ thường trú tại Việt Nam không và đến đâu để làm thủ tục?"
3447,Thông báo tiếp nhận bản CBHQ cấp cho sản phẩm sản xuất trong nước có thời hạn bao lâu?
3448,Những vị trí công tác nào phải định kỳ chuyển đổi? Thời hạn phải định kỳ chuyển đổi là bao lâu?
3449,Mức chi hỗ trợ xây dựng và đăng ký nhãn hiệu đối với các sản phẩm công nghiệp nông thôn là bao nhiêu?
3450,"Công ty K đã được phê duyệt Kế hoạch tác động vào thời tiết, tuy nhiên, vì một số lý do, Công ty K muốn điều chỉnh một phần Kế hoạch tác động vào thời tiết. Xin hỏi, trong trường hợp nào thì Công ty K được điều chỉnh một phần Kế hoạch và trình tự, thủ tục đề nghị điều chỉnh?"
3451,Điều kiện được nhân giấy khen của Thủ trưởng Bộ chỉ huy quân sự cấp huyện về Dân quân tự vệ được quy định như thế nào?
3452,"Thời hạn của Giấy phép thăm dò, khai thác nước dưới đất được quy định như thế nào?"
3453,Thời hạn thực hiện chương trình hỗ trợ pháp lý cho doanh nghiệp nhỏ và vừa được quy định như thế nào?
3454,"Hằng quý, báo cáo định kỳ thuộc quản lý của BGDĐT phải được thực hiện mấy lần?"
3455,"Giấy phép nhập khẩu trang thiết bị y tế loại B,C,D của công ty hết hạn vào ngày 31/12/2018, theo quy định của Nghị định 169/2018/NĐ-CP thì năm 2019 bên công ty vẫn dùng giấy phép nhập khẩu hết hạn vào 31/12/2018 này, không phải đề nghị gia hạn giấy phép nhập khẩu đến ngày 31/12/2019 có đúng không?"
3456,Có được nhờ người khác viết hộ vào tờ khai CCCD gắn chip không?
3457,Hồ sơ đề nghị khen thưởng đột xuất có biên bản họp Hội đồng TĐKT của đơn vị không?
3458,"Cơ sở của việc đàm phán, hoàn thiện hợp đồng đối với dự án PPP được quy định như thế nào?"
3459,Tôi muốn chuyển đổi đơn đăng ký sáng chế thì tôi cần nộp những tài liệu gì?
3460,Công dân đến trụ sở tiếp công dân để khiếu nại tố cáo thì có những quyền và nghĩa vụ gì?
3461,"Tiêu chuẩn ở, và đồ sinh hoạt của học sinh tại trường giáo dưỡng được quy định như thế nào?"
3462,"Người khai thác CHKSB đề nghị sửa đổi, bổ sung tài liệu khai thác sân bay thì phải gửi hồ sơ như thế nào?"
3463,Tôi có thể đăng ký bảo hộ kiểu dáng công nghiệp chỉ cho một phần nhất định trên sản phẩm của tôi hay không?
3464,"Mức phạt đối với hành vi lấn, chiếm rừng phòng hộ có diện tích dưới 2.000 m2 được quy định như thế nào?"
3465,Nhân viên thiết bị được xếp lương thế nào?
3466,"Trong thời gian bao nhiêu lâu kể từ ngày Thống đốc ký văn bản chấp thuận thành lập, tổ chức tín dụng phi ngân hàng phải khai trương hoạt động chi nhánh, văn phòng đại diện, đơn vị sự nghiệp?"
3467,Diện tích chuyên dùng của nhà vệ sinh trong lĩnh vực giáo dục và đào tạo được xác định như thế nào?
3468,Công bố cảng thủy nội địa tiếp nhận phương tiện thủy nước ngoài tại cảng thủy nội địa đã được công bố hoạt động như thế nào?
3469,"Muốn đổi tên cảng biển, bến cảng, cầu cảng, bến phao và khu nước, vùng nước, cảng dầu khí ngoài khơi đã được công bố cần các giấy tờ gì?"
3470,Nguồn kinh phí của trung ương trong nguồn kinh phí của Qũy bảo trì đường bộ được quy định như thế nào?
3471,"Tôi có người nhà đi làm việc ở nước ngoài qua công ty XKLĐ bị tai nạn lao động không đủ sức khoẻ để tiếp tục làm việc và phải về nước trước thời hạn, gia đình tôi có được hỗ trợ gì không?"
3472,Thời hạn NHNN có văn bản xác nhận đăng ký thay đổi khoản vay nước ngoài theo hình thức trực tuyến là bao lâu?
3473,"Phòng Kinh tế thuộc UBND huyện được giao quản lý về thú y có được thu phí, lệ phí thú y không?"
3474,"Thẩm quyền đóng mới, đóng lại số động cơ, số khung xe máy chuyên dùng được quy định như thế nào?"
3475,"Thẩm quyền phê duyệt và cấp phép thiết lập trang, cổng thông tin điện tử"
3476,"Giấy phép sử dụng vũ khí quân dụng có cấp cho cá nhân không, thời hạn của giấy phép là bao nhiêu năm?"
3477,Vật liệu trong ngành tài nguyên môi trường là gì?
3478,16 tuổi có được tự mình mua xe máy không?
3479,Chứng chỉ nghiệp vụ sư phạm dạy trình độ sơ cấp bị hư hỏng có được cấp lại chứng chỉ mới không?
3480,Thông tin về kết quả thi hành án trong cơ sở dữ liệu thi hành án HS được quy định như thế nào?
3481,Đại lý làm thủ tục hải quan là gì?
3482,"Thời hạn giải quyết thủ tục chấp thuận cho tổ chức tín dụng, chi nhánh ngân hàng nước ngoài cho vay bằng ngoại tệ là bao lâu?"
3483,"Khung giám sát, đánh giá dự án đầu tư trong Bộ Quốc phòng được quy định như thế nào?"
3484,Nếu tàu nơi ở xa Cảng vụ hoặc nơi không có Cảng vụ thì tôi xin xác nhận trình kháng nghị ở đâu?
3485,Đơn vị trực thuộc các Tổng công ty điện lực bao gồm những đơn vị nào?
3486,"Giấy tờ về việc xếp hạng di tích lịch sử - văn hóa, danh lam thắng cảnh đối với trường hợp cấp giấy phép xây dựng để thực hiện xây dựng mới, sửa chữa, cải tạo hoặc di dời các công trình di tích lịch sử - văn hóa, danh lam thắng cảnh nhưng chưa được cấp giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất theo quy định tại Điều 27 Nghị định số 43/2014/NĐ-CP ngày 15 tháng 5 năm 2014 của Chính phủ quy định chi tiết thi hành một số điều của Luật Đất đai có được coi là giấy tờ hợp pháp về đất đai để cấp giấy phép xây dựng không?"
3487,"Việc đình chỉ tạm thời hiệu lực Mã số kinh doanh tạm nhập, tái xuất được quy định như thế nào?"
3488,"Thủ tục cấp, cấp lại chứng chỉ hành nghề khám bệnh, chữa bệnh được quy định như thế nào ?"
3489,03 hành vi bị cấm khi sử dụng cơ sở dữ liệu hộ tịch điện tử được quy định như thế nào?
3490,Bộ Lao động - Thương binh và Xã hội có trách nhiệm gì trong hoạt động kinh doanh vận tải bằng xe ô tô?
3491,"Xin hỏi thẩm quyền tiếp nhận, thẩm định phương án ứng phó thiên tai cho công trình, vùng hạ du đập trong quá trình thi công?"
3492,"Thủ tục cấp lại giấy xác nhận đăng ký công cụ hỗ trợ đối với cơ quan, tổ chức ở địa phương ngoài phạm vi quản lý của Bộ Quốc phòng thực hiện như thế nào?"
3493,Quyết định ấn định thuế theo Nghị định 126 năm 2020 quy định như thế nào?
3494,"Theo quy định pháp luật, khi thăm viếng mộ liệt sĩ, bao nhiêu người sẽ được hỗ trợ?"
3495,Đặt cọc bao nhiêu khi tham gia đấu giá lô cổ phần kèm nợ phải thu?
3496,Người được hưởng án treo có cần thông báo tạm trú khi đến nơi khác không?
3497,Nếu chưa có Giấy chứng nhận quyền sử dụng đất thì doanh nghiệp có thể tiến hành làm hồ sơ xin cấp Giấy phép xả thải được không? Thủ tục như thế nào?
